filename,text,tier
clean/plate_0077.png,AX68UDD,clean
clean/plate_0078.png,BG43VTT,clean
clean/plate_0079.png,MT33GNK,clean
clean/plate_0080.png,ZA90WDM,clean
clean/plate_0081.png,FU26EMJ,clean
clean/plate_0082.png,FH19BXM,clean
clean/plate_0083.png,AB79ZJD,clean
clean/plate_0084.png,UX10WSZ,clean
clean/plate_0085.png,JU70VUS,clean
clean/plate_0086.png,GF25CSK,clean
clean/plate_0087.png,ZX32PDD,clean
clean/plate_0088.png,TP16GBS,clean
clean/plate_0089.png,BE00WLH,clean
clean/plate_0090.png,MG68VAA,clean
clean/plate_0091.png,SH25VAA,clean
clean/plate_0092.png,BX72FCD,clean
clean/plate_0093.png,SC67EFD,clean
clean/plate_0094.png,JP17DVF,clean
clean/plate_0095.png,JK36BEH,clean
clean/plate_0096.png,FM21XNA,clean
clean/plate_0097.png,CE09JKR,clean
clean/plate_0098.png,YF65LDH,clean
clean/plate_0099.png,KU02JMZ,clean
clean/plate_0100.png,DD91LUV,clean
clean/plate_0101.png,ZK98PJS,clean
clean/plate_0102.png,RN00TTJ,clean
clean/plate_0103.png,YU19DVB,clean
clean/plate_0104.png,KB06VTG,clean
clean/plate_0105.png,LH48JTP,clean
clean/plate_0106.png,VT65JPF,clean
clean/plate_0107.png,GS20MLA,clean
clean/plate_0108.png,TN34ZNR,clean
clean/plate_0109.png,VV11JDN,clean
clean/plate_0110.png,NV23EYS,clean
clean/plate_0111.png,VR90NAU,clean
clean/plate_0112.png,CU67JNH,clean
clean/plate_0113.png,TJ33PDD,clean
clean/plate_0114.png,CL19UXM,clean
clean/plate_0115.png,KE03XJY,clean
clean/plate_0116.png,PP07LNV,clean
clean/plate_0117.png,NP72ZBD,clean
clean/plate_0118.png,EZ81ZTE,clean
clean/plate_0119.png,KA26EBT,clean
clean/plate_0120.png,ER35XGP,clean
clean/plate_0121.png,AK12WDU,clean
clean/plate_0122.png,PC25MVA,clean
clean/plate_0123.png,RW23BJP,clean
clean/plate_0124.png,ER10CFG,clean
clean/plate_0125.png,EA48ZMA,clean
clean/plate_0126.png,JK60KXF,clean
clean/plate_0127.png,KN01WCL,clean
clean/plate_0128.png,GK72JHM,clean
clean/plate_0129.png,FF51YER,clean
clean/plate_0130.png,NP65ZNE,clean
clean/plate_0131.png,RP87TJW,clean
clean/plate_0132.png,BX35ABP,clean
clean/plate_0133.png,KE23LJG,clean
clean/plate_0134.png,NU21ECL,clean
clean/plate_0135.png,MF54VFA,clean
clean/plate_0136.png,CD19SGU,clean
clean/plate_0137.png,YP34HLY,clean
clean/plate_0138.png,FC88JVP,clean
clean/plate_0139.png,AM11BFC,clean
clean/plate_0140.png,JC23ADZ,clean
clean/plate_0141.png,AH72DZX,clean
clean/plate_0142.png,BZ31WRU,clean
clean/plate_0143.png,CJ00GKS,clean
clean/plate_0144.png,DV78PBD,clean
clean/plate_0145.png,YZ90TJD,clean
clean/plate_0146.png,TL50XDC,clean
clean/plate_0147.png,ZD07FUT,clean
clean/plate_0148.png,ER90ZHR,clean
clean/plate_0149.png,TD97EEG,clean
clean/plate_0150.png,JS71UGS,clean
clean/plate_0151.png,DA24UAY,clean
clean/plate_0152.png,TB02XJY,clean
clean/plate_0153.png,NF21NVB,clean
clean/plate_0154.png,MR46YSA,clean
clean/plate_0155.png,WZ13VMZ,clean
clean/plate_0156.png,DP42NCA,clean
clean/plate_0157.png,XT42KGZ,clean
clean/plate_0158.png,EK84TCH,clean
clean/plate_0159.png,CA53BED,clean
clean/plate_0160.png,ZU64NZH,clean
clean/plate_0161.png,UC10LAD,clean
clean/plate_0162.png,ES89PDL,clean
clean/plate_0163.png,DE81RSL,clean
clean/plate_0164.png,ST15MJE,clean
clean/plate_0165.png,WR23NAE,clean
clean/plate_0166.png,MJ67REB,clean
clean/plate_0167.png,TR15NJX,clean
clean/plate_0168.png,BG17LKH,clean
clean/plate_0169.png,CK85ZRY,clean
clean/plate_0170.png,NY86ERF,clean
clean/plate_0171.png,PJ20RXN,clean
clean/plate_0172.png,ZG53UNS,clean
clean/plate_0173.png,TP87WBP,clean
clean/plate_0174.png,TN93FBZ,clean
clean/plate_0175.png,AY89ESG,clean
clean/plate_0176.png,RP40LGY,clean
clean/plate_0177.png,TW77ZLM,clean
clean/plate_0178.png,AH84EFS,clean
clean/plate_0179.png,GF02FXE,clean
clean/plate_0180.png,MX76WDS,clean
clean/plate_0181.png,UM14JUN,clean
clean/plate_0182.png,PV03VFF,clean
clean/plate_0183.png,VU01JFY,clean
clean/plate_0184.png,AC77AGC,clean
clean/plate_0185.png,LY00KVG,clean
clean/plate_0186.png,JN93DRF,clean
clean/plate_0187.png,UA83VBN,clean
clean/plate_0188.png,WW85DZW,clean
clean/plate_0189.png,SF81FVD,clean
clean/plate_0190.png,VP02PZP,clean
clean/plate_0191.png,FU45GVS,clean
clean/plate_0192.png,AT86KAP,clean
clean/plate_0193.png,AF08AYZ,clean
clean/plate_0194.png,FF15KHW,clean
clean/plate_0195.png,HF25GHG,clean
clean/plate_0196.png,EM55BDW,clean
clean/plate_0197.png,YB36VTU,clean
clean/plate_0198.png,HG24HNF,clean
clean/plate_0199.png,VU31EJJ,clean
clean/plate_0200.png,WN59WWE,clean
clean/plate_0201.png,CS74VMJ,clean
clean/plate_0202.png,JX19GRL,clean
clean/plate_0203.png,RC31SMH,clean
clean/plate_0204.png,LE86JND,clean
clean/plate_0205.png,HA09VFY,clean
clean/plate_0206.png,BG21CMZ,clean
clean/plate_0207.png,GE19XDK,clean
clean/plate_0208.png,VR24RWE,clean
clean/plate_0209.png,CT83ZJX,clean
clean/plate_0210.png,VF04USS,clean
clean/plate_0211.png,GH29VUP,clean
clean/plate_0212.png,LR84PJB,clean
clean/plate_0213.png,TT38FLZ,clean
clean/plate_0214.png,AT46SEY,clean
clean/plate_0215.png,XL51VNF,clean
clean/plate_0216.png,DU25YXN,clean
clean/plate_0217.png,GV42XAC,clean
clean/plate_0218.png,CK99FWA,clean
clean/plate_0219.png,ZR02PNA,clean
clean/plate_0220.png,VM63FCS,clean
clean/plate_0221.png,CB19HHM,clean
clean/plate_0222.png,RC19HNA,clean
clean/plate_0223.png,SY05NJN,clean
clean/plate_0224.png,SP26KGZ,clean
clean/plate_0225.png,HR23JPC,clean
clean/plate_0226.png,DG36DAX,clean
clean/plate_0227.png,KE31NMJ,clean
clean/plate_0228.png,SY68MSP,clean
clean/plate_0229.png,WK29BJP,clean
clean/plate_0230.png,UR01SWW,clean
clean/plate_0231.png,FK83RKJ,clean
clean/plate_0232.png,MP53TNV,clean
clean/plate_0233.png,KU53NEP,clean
clean/plate_0234.png,TP41XAA,clean
clean/plate_0235.png,LS42CNJ,clean
clean/plate_0236.png,BV37UCJ,clean
clean/plate_0237.png,PD43RTT,clean
clean/plate_0238.png,CU75PJP,clean
clean/plate_0239.png,NU15YKZ,clean
clean/plate_0240.png,BB27SZF,clean
clean/plate_0241.png,BZ78NAK,clean
clean/plate_0242.png,BH37JPV,clean
clean/plate_0243.png,YG06SZD,clean
clean/plate_0244.png,SV41WAT,clean
clean/plate_0245.png,LY90NSG,clean
clean/plate_0246.png,TZ98SNA,clean
clean/plate_0247.png,AY49EED,clean
clean/plate_0248.png,ZC86YRA,clean
clean/plate_0249.png,NF90SGV,clean
clean/plate_0250.png,YV82SDU,clean
clean/plate_0251.png,HR17AUP,clean
clean/plate_0252.png,KF03ZZV,clean
clean/plate_0253.png,YH54YXW,clean
clean/plate_0254.png,PR06WFC,clean
clean/plate_0255.png,JW82JHU,clean
clean/plate_0256.png,BZ21RUD,clean
clean/plate_0257.png,NX43YDL,clean
clean/plate_0258.png,BD64VYE,clean
clean/plate_0259.png,RB17BWE,clean
clean/plate_0260.png,AT80TXC,clean
clean/plate_0261.png,PU24KTL,clean
clean/plate_0262.png,TT95VFX,clean
clean/plate_0263.png,AP91WND,clean
clean/plate_0264.png,BT20HWD,clean
clean/plate_0265.png,PG44JGL,clean
clean/plate_0266.png,LT70CFA,clean
clean/plate_0267.png,KF53PWA,clean
clean/plate_0268.png,HA28JVR,clean
clean/plate_0269.png,XR02KHN,clean
clean/plate_0270.png,MM36JTC,clean
clean/plate_0271.png,JY03NZJ,clean
clean/plate_0272.png,ZV77HTM,clean
clean/plate_0273.png,EH60NNR,clean
clean/plate_0274.png,EM94VSY,clean
clean/plate_0275.png,TN22PVW,clean
clean/plate_0276.png,VV62GMN,clean
clean/plate_0277.png,WU33LUS,clean
clean/plate_0278.png,RW25PAK,clean
clean/plate_0279.png,JW31LGW,clean
clean/plate_0280.png,EN00ACK,clean
clean/plate_0281.png,EW14XYH,clean
clean/plate_0282.png,GK10GTV,clean
clean/plate_0283.png,BV98PXL,clean
clean/plate_0284.png,ZE40LWZ,clean
clean/plate_0285.png,HA97PPW,clean
clean/plate_0286.png,EV80XMN,clean
clean/plate_0287.png,HX07WPP,clean
clean/plate_0288.png,EX40KHK,clean
clean/plate_0289.png,CY37YWL,clean
clean/plate_0290.png,GX21SMB,clean
clean/plate_0291.png,BE59VWC,clean
clean/plate_0292.png,GK24KJR,clean
clean/plate_0293.png,AR86EHL,clean
clean/plate_0294.png,LC91SXB,clean
clean/plate_0295.png,ZH28VMC,clean
clean/plate_0296.png,CU58AMM,clean
clean/plate_0297.png,RJ49NYM,clean
clean/plate_0298.png,SS00KAV,clean
clean/plate_0299.png,KD84AHW,clean
clean/plate_0300.png,AY39NNF,clean
clean/plate_0301.png,UU64XZA,clean
clean/plate_0302.png,FW51NKZ,clean
clean/plate_0303.png,LP23BGW,clean
clean/plate_0304.png,BP70TWU,clean
clean/plate_0305.png,YZ19ZWC,clean
clean/plate_0306.png,KH11GYE,clean
clean/plate_0307.png,UL80LFN,clean
clean/plate_0308.png,BK72EAL,clean
clean/plate_0309.png,JM44SZB,clean
clean/plate_0310.png,GC71KNC,clean
clean/plate_0311.png,PS66EPF,clean
clean/plate_0312.png,MH02NCU,clean
clean/plate_0313.png,RA36TNB,clean
clean/plate_0314.png,NH60MBE,clean
clean/plate_0315.png,JA98VDA,clean
clean/plate_0316.png,BH02MEA,clean
clean/plate_0317.png,RM97ZWM,clean
clean/plate_0318.png,NB09ZUP,clean
clean/plate_0319.png,SK54JXV,clean
clean/plate_0320.png,KZ45HTC,clean
clean/plate_0321.png,WN55TGK,clean
clean/plate_0322.png,FF95EDS,clean
clean/plate_0323.png,HP16EKU,clean
clean/plate_0324.png,EP60EGM,clean
clean/plate_0325.png,MG01RHY,clean
clean/plate_0326.png,LP05TRV,clean
clean/plate_0327.png,HV54RVJ,clean
clean/plate_0328.png,DY57VBL,clean
clean/plate_0329.png,XT98NPK,clean
clean/plate_0330.png,DU33LZW,clean
clean/plate_0331.png,AM70FHZ,clean
clean/plate_0332.png,HA19FFA,clean
clean/plate_0333.png,EZ97GYE,clean
clean/plate_0334.png,FU25HFN,clean
clean/plate_0335.png,XF42RSH,clean
clean/plate_0336.png,LX20EHY,clean
clean/plate_0337.png,CP93HFT,clean
clean/plate_0338.png,CW98EWA,clean
clean/plate_0339.png,LJ52NBR,clean
clean/plate_0340.png,UH10AZN,clean
clean/plate_0341.png,PX22SRR,clean
clean/plate_0342.png,ZB66KSA,clean
clean/plate_0343.png,NB59LFW,clean
clean/plate_0344.png,BX74BES,clean
clean/plate_0345.png,MT26RPE,clean
clean/plate_0346.png,FA03ZNG,clean
clean/plate_0347.png,NJ61KVR,clean
clean/plate_0348.png,TG99YSV,clean
clean/plate_0349.png,CJ98PBV,clean
clean/plate_0350.png,KW32PPK,clean
clean/plate_0351.png,ND21FZU,clean
clean/plate_0352.png,DL94ULH,clean
clean/plate_0353.png,PZ22GVT,clean
clean/plate_0354.png,XF56ZRT,clean
clean/plate_0355.png,EE37TXU,clean
clean/plate_0356.png,KC68BNZ,clean
clean/plate_0357.png,XM64RVW,clean
clean/plate_0358.png,LT67WJV,clean
clean/plate_0359.png,AW72GND,clean
clean/plate_0360.png,CN62ADP,clean
clean/plate_0361.png,PJ57YTN,clean
clean/plate_0362.png,DF47PJA,clean
clean/plate_0363.png,PT24YBM,clean
clean/plate_0364.png,FJ44CTV,clean
clean/plate_0365.png,GG86UPA,clean
clean/plate_0366.png,BC70HPG,clean
clean/plate_0367.png,GT60FBZ,clean
clean/plate_0368.png,AW41GJY,clean
clean/plate_0369.png,WS97VSE,clean
clean/plate_0370.png,MN94TAK,clean
clean/plate_0371.png,NZ74TAV,clean
clean/plate_0372.png,YA59XUB,clean
clean/plate_0373.png,JJ20HCM,clean
clean/plate_0374.png,WA73KEB,clean
clean/plate_0375.png,KU67MWM,clean
clean/plate_0376.png,JY82GAT,clean
clean/plate_0377.png,XT68JDV,clean
clean/plate_0378.png,PA58NZW,clean
clean/plate_0379.png,TG17GZA,clean
clean/plate_0380.png,XY15CTC,clean
clean/plate_0381.png,NM59KPW,clean
clean/plate_0382.png,HE72HXS,clean
clean/plate_0383.png,EF37YVB,clean
clean/plate_0384.png,JZ87BYU,clean
clean/plate_0385.png,CX76SLL,clean
clean/plate_0386.png,UU90RGR,clean
clean/plate_0387.png,BU94MTW,clean
clean/plate_0388.png,GT48TRP,clean
clean/plate_0389.png,SN12HVN,clean
clean/plate_0390.png,WA51UUD,clean
clean/plate_0391.png,NX18EAX,clean
clean/plate_0392.png,WB10RVE,clean
clean/plate_0393.png,UW33JZT,clean
clean/plate_0394.png,RB35BPS,clean
clean/plate_0395.png,HG55ZRA,clean
clean/plate_0396.png,YG15LLX,clean
clean/plate_0397.png,BM21TSW,clean
clean/plate_0398.png,JJ04MTU,clean
clean/plate_0399.png,SB12HXL,clean
normal/plate_0000.png,LX68WCB,normal
normal/plate_0001.png,SV40HPP,normal
normal/plate_0002.png,FW27HDT,normal
normal/plate_0003.png,KC65CUM,normal
normal/plate_0004.png,MX95UKX,normal
normal/plate_0005.png,VU14DHK,normal
normal/plate_0006.png,EU64YXH,normal
normal/plate_0007.png,GP67RDW,normal
normal/plate_0008.png,EE34WVU,normal
normal/plate_0009.png,KJ61JKA,normal
normal/plate_0010.png,HS26GCV,normal
normal/plate_0011.png,CK90AGU,normal
normal/plate_0012.png,SE28UHV,normal
normal/plate_0013.png,CD49RTT,normal
normal/plate_0014.png,TM80BDZ,normal
normal/plate_0015.png,UC87DBW,normal
normal/plate_0016.png,HC54FZG,normal
normal/plate_0017.png,FK11KEA,normal
normal/plate_0018.png,EE24BBL,normal
normal/plate_0019.png,JU43HVD,normal
normal/plate_0020.png,GK28NKK,normal
normal/plate_0021.png,YS34YVU,normal
normal/plate_0022.png,CJ76FMH,normal
normal/plate_0023.png,JN65YHL,normal
normal/plate_0024.png,NS92KDL,normal
normal/plate_0025.png,TP39APD,normal
normal/plate_0026.png,TC16TXG,normal
normal/plate_0027.png,SU08ENJ,normal
normal/plate_0028.png,XF64MNG,normal
normal/plate_0029.png,YD26ZNZ,normal
normal/plate_0030.png,MV01NZH,normal
normal/plate_0031.png,YJ81KBV,normal
normal/plate_0032.png,VX91ABK,normal
normal/plate_0033.png,WW03KED,normal
normal/plate_0034.png,YD79DGU,normal
normal/plate_0035.png,AE47YAF,normal
normal/plate_0036.png,PS85SNK,normal
normal/plate_0037.png,FH21MKB,normal
normal/plate_0038.png,LF74CAE,normal
normal/plate_0039.png,VW30AMD,normal
normal/plate_0040.png,CR26NEX,normal
normal/plate_0041.png,TX62JBZ,normal
normal/plate_0042.png,UE07PFG,normal
normal/plate_0043.png,TG59VWK,normal
normal/plate_0044.png,LG57EFX,normal
normal/plate_0045.png,EU01AKD,normal
normal/plate_0046.png,UP74XEU,normal
normal/plate_0047.png,RU91YED,normal
normal/plate_0048.png,SM99KZA,normal
normal/plate_0049.png,AN10NLP,normal
normal/plate_0050.png,UB25HXA,normal
normal/plate_0051.png,AU42HEJ,normal
normal/plate_0052.png,LR49ANF,normal
normal/plate_0053.png,FH15XUE,normal
normal/plate_0054.png,WE20KCP,normal
normal/plate_0055.png,MB31HVF,normal
normal/plate_0056.png,SW71WBA,normal
normal/plate_0057.png,MW40RVW,normal
normal/plate_0058.png,CK56KRK,normal
normal/plate_0059.png,PZ65BMF,normal
normal/plate_0060.png,BE23CYD,normal
normal/plate_0061.png,EC26XTK,normal
normal/plate_0062.png,HV89ZEH,normal
normal/plate_0063.png,SY83YSP,normal
normal/plate_0064.png,FP73MCE,normal
normal/plate_0065.png,JT78KVP,normal
normal/plate_0066.png,NU51EYB,normal
normal/plate_0067.png,JE12VDK,normal
normal/plate_0068.png,KM79REM,normal
normal/plate_0069.png,HG72ZBV,normal
normal/plate_0070.png,TP30DCE,normal
normal/plate_0071.png,GG67YVN,normal
normal/plate_0072.png,KP92AUM,normal
normal/plate_0073.png,AC15KND,normal
normal/plate_0074.png,XC04BJH,normal
normal/plate_0075.png,TB30WXA,normal
normal/plate_0076.png,YD69TZU,normal
normal/plate_0077.png,NR59ZTG,normal
normal/plate_0078.png,PL72UMH,normal
normal/plate_0079.png,CY58JPP,normal
normal/plate_0080.png,UX34LCX,normal
normal/plate_0081.png,UV72AXR,normal
normal/plate_0082.png,EZ78NGA,normal
normal/plate_0083.png,MY77SDW,normal
normal/plate_0084.png,KB99YNT,normal
normal/plate_0085.png,RW32ECV,normal
normal/plate_0086.png,CL01BCN,normal
normal/plate_0087.png,GH54TTZ,normal
normal/plate_0088.png,KY32AGC,normal
normal/plate_0089.png,EK00BZY,normal
normal/plate_0090.png,DN30XZG,normal
normal/plate_0091.png,WV31URT,normal
normal/plate_0092.png,WF90WHB,normal
normal/plate_0093.png,PT15VKR,normal
normal/plate_0094.png,HA96SGW,normal
normal/plate_0095.png,DN76SZD,normal
normal/plate_0096.png,XN27NFV,normal
normal/plate_0097.png,UX98WAR,normal
normal/plate_0098.png,UG85UAL,normal
normal/plate_0099.png,MN51UUR,normal
normal/plate_0100.png,RU75XRB,normal
normal/plate_0101.png,FV06YXW,normal
normal/plate_0102.png,AE42NXZ,normal
normal/plate_0103.png,XJ46YWM,normal
normal/plate_0104.png,XP88YPM,normal
normal/plate_0105.png,PS36NKT,normal
normal/plate_0106.png,WU34KHP,normal
normal/plate_0107.png,AB73JFW,normal
normal/plate_0108.png,AH80CPE,normal
normal/plate_0109.png,CE79JYY,normal
normal/plate_0110.png,JF65FRJ,normal
normal/plate_0111.png,LC46BWX,normal
normal/plate_0112.png,SF81PRG,normal
normal/plate_0113.png,DF60TJT,normal
normal/plate_0114.png,WW51PSB,normal
normal/plate_0115.png,GJ38UTB,normal
normal/plate_0116.png,HD34ESM,normal
normal/plate_0117.png,XK36WMH,normal
normal/plate_0118.png,RW26LCR,normal
normal/plate_0119.png,VC57GYR,normal
normal/plate_0120.png,GB44LBA,normal
normal/plate_0121.png,FW58NRN,normal
normal/plate_0122.png,HP88DBC,normal
normal/plate_0123.png,UY82MHF,normal
normal/plate_0124.png,YY17HNW,normal
normal/plate_0125.png,AR16HJU,normal
normal/plate_0126.png,WJ45JMP,normal
normal/plate_0127.png,TT62PHV,normal
normal/plate_0128.png,TS40FEG,normal
normal/plate_0129.png,YD17PDY,normal
normal/plate_0130.png,NL68VNV,normal
normal/plate_0131.png,CM92EZW,normal
normal/plate_0132.png,RF28FJS,normal
normal/plate_0133.png,TX49SKV,normal
normal/plate_0134.png,UW81APC,normal
normal/plate_0135.png,MR26DPW,normal
normal/plate_0136.png,FZ01GXA,normal
normal/plate_0137.png,TL49BBK,normal
normal/plate_0138.png,YW98DES,normal
normal/plate_0139.png,UC47PFD,normal
normal/plate_0140.png,LH15NGB,normal
normal/plate_0141.png,UR24BUW,normal
normal/plate_0142.png,WS36RAS,normal
normal/plate_0143.png,TH06YHF,normal
normal/plate_0144.png,YA24HMA,normal
normal/plate_0145.png,KD47MGW,normal
normal/plate_0146.png,NC10XGL,normal
normal/plate_0147.png,FF95HHU,normal
normal/plate_0148.png,XE40NPY,normal
normal/plate_0149.png,NP94BTP,normal
normal/plate_0150.png,AV52UXT,normal
normal/plate_0151.png,LW17NLB,normal
normal/plate_0152.png,WX66TPP,normal
normal/plate_0153.png,JW71CAG,normal
normal/plate_0154.png,TP01NSY,normal
normal/plate_0155.png,JL05PPZ,normal
normal/plate_0156.png,LR14BEL,normal
normal/plate_0157.png,HT49HPU,normal
normal/plate_0158.png,WX30KXT,normal
normal/plate_0159.png,JK43XWJ,normal
normal/plate_0160.png,BR31RKJ,normal
normal/plate_0161.png,WS74SMW,normal
normal/plate_0162.png,HS67PUS,normal
normal/plate_0163.png,XG09VBB,normal
normal/plate_0164.png,LX65HLF,normal
normal/plate_0165.png,CC03KVY,normal
normal/plate_0166.png,RJ66CKK,normal
normal/plate_0167.png,UE90MZE,normal
normal/plate_0168.png,KA54SYH,normal
normal/plate_0169.png,VC47TLF,normal
normal/plate_0170.png,SX35CUY,normal
normal/plate_0171.png,TM34PLU,normal
normal/plate_0172.png,VT41FUN,normal
normal/plate_0173.png,VC80BGU,normal
normal/plate_0174.png,BV12CTL,normal
normal/plate_0175.png,HB30KKA,normal
normal/plate_0176.png,ZP34LKD,normal
normal/plate_0177.png,DA61ZNX,normal
normal/plate_0178.png,PT22YCX,normal
normal/plate_0179.png,CA05VHE,normal
normal/plate_0180.png,RJ85WSE,normal
normal/plate_0181.png,AZ28NAN,normal
normal/plate_0182.png,LB90JCX,normal
normal/plate_0183.png,ST88RNM,normal
normal/plate_0184.png,GU60JSV,normal
normal/plate_0185.png,LH82ZVK,normal
normal/plate_0186.png,PS30VLH,normal
normal/plate_0187.png,EV25YYU,normal
normal/plate_0188.png,PU46SPX,normal
normal/plate_0189.png,XG17LMY,normal
normal/plate_0190.png,NY26RLD,normal
normal/plate_0191.png,DW67TWP,normal
normal/plate_0192.png,LV72FJE,normal
normal/plate_0193.png,BC80JAG,normal
normal/plate_0194.png,LJ46AMH,normal
normal/plate_0195.png,NZ49VCD,normal
normal/plate_0196.png,ML38HAY,normal
normal/plate_0197.png,AR89ASL,normal
normal/plate_0198.png,FL31PJW,normal
normal/plate_0199.png,AM54WJX,normal
normal/plate_0200.png,VJ90SNZ,normal
normal/plate_0201.png,KW43YCY,normal
normal/plate_0202.png,NU55RGW,normal
normal/plate_0203.png,SM81XPN,normal
normal/plate_0204.png,AR14NVR,normal
normal/plate_0205.png,BT37KMZ,normal
normal/plate_0206.png,NR94VBS,normal
normal/plate_0207.png,VP76YHM,normal
normal/plate_0208.png,CG35DGW,normal
normal/plate_0209.png,VP71ZJT,normal
normal/plate_0210.png,NA82LFY,normal
normal/plate_0211.png,EY23FCJ,normal
normal/plate_0212.png,NL74XXJ,normal
normal/plate_0213.png,LC36RGT,normal
normal/plate_0214.png,JS14NYE,normal
normal/plate_0215.png,AT76KRS,normal
normal/plate_0216.png,ZC62DSE,normal
normal/plate_0217.png,XL64WPR,normal
normal/plate_0218.png,ZS03KEL,normal
normal/plate_0219.png,RA74FDL,normal
normal/plate_0220.png,UZ87MJT,normal
normal/plate_0221.png,RH51SKL,normal
normal/plate_0222.png,VL58XVZ,normal
normal/plate_0223.png,RB94CEJ,normal
normal/plate_0224.png,RN77YPB,normal
normal/plate_0225.png,HB33FJV,normal
normal/plate_0226.png,BV47GDU,normal
normal/plate_0227.png,SP11DBS,normal
normal/plate_0228.png,TL40GVA,normal
normal/plate_0229.png,CG82PUS,normal
normal/plate_0230.png,RV27CYC,normal
normal/plate_0231.png,FH33BEG,normal
normal/plate_0232.png,AN95XEG,normal
normal/plate_0233.png,UL48SLH,normal
normal/plate_0234.png,PK25LAS,normal
normal/plate_0235.png,SB19ZLU,normal
normal/plate_0236.png,CJ24VMP,normal
normal/plate_0237.png,CZ02TSK,normal
normal/plate_0238.png,TS92YZC,normal
normal/plate_0239.png,BH60SUL,normal
normal/plate_0240.png,CJ57WEH,normal
normal/plate_0241.png,SY20WEM,normal
normal/plate_0242.png,GS95TFV,normal
normal/plate_0243.png,RL74ZDK,normal
normal/plate_0244.png,SR36ZRS,normal
normal/plate_0245.png,DL64HTY,normal
normal/plate_0246.png,XA09KAW,normal
normal/plate_0247.png,BH69HBW,normal
normal/plate_0248.png,KC47LPV,normal
normal/plate_0249.png,VU35WPY,normal
normal/plate_0250.png,HN50BGE,normal
normal/plate_0251.png,ZL54YBZ,normal
normal/plate_0252.png,GK39NVA,normal
normal/plate_0253.png,TD33ASH,normal
normal/plate_0254.png,UM37FBH,normal
normal/plate_0255.png,BV40JEE,normal
normal/plate_0256.png,ST19CHM,normal
normal/plate_0257.png,MS16PHF,normal
normal/plate_0258.png,ZP35EAA,normal
